Event Name,Start,End,Location,Description,Organizer,Event URL,City
Grid-Adaptive Microgrids: The Future of Energy Decarbonization & Resiliency,"August 10, 2023, 05:00 PM","August 10, 2023, 06:30 PM","360 17th Street, Oakland, CA 94612","As the building industry shifts focus from the metric of energy to the metric of greenhouse gas emissions, the relationship between buildings and their energy utilities is changing. This session will look at pathways for building decarbonization and the potential for grid-interactive buildings to lower emissions quickly and enable a faster transition to a decarbonized grid and localized energy resiliency in the future. Through case studies of successful microgrids, these projects demonstrate how we can meet climate goals, ensure resiliency, and advance the industry as a whole.",https://www.eventbrite.com/o/aia-east-bay-29984784450,https://www.eventbrite.com/e/grid-adaptive-microgrids-the-future-of-energy-decarbonization-resiliency-tickets-494173956607,SF
Sustainable Styling Sessions with stylists Kara & Dani,"August 19, 2023, 01:00 PM","August 19, 2023, 05:00 PM","475 Haight Street, San Francisco, CA 94117","Please join Bay Area Remake & sustainable fashion stylists Kara (@theflippside) and Dani (@alsoknownas.luna) for a #NoNewClothes styling session. There will be curated racks of vintage delights from select local vendors as well as accessories from local artists. Kombucha will be provided. See us at 1PM at The Faight on Lower Haight. This is part 1 of our 2 part styling event! Keep an eye out in September as we are planning a thrift crawl with conscious shopping tips with Kara & Dani. Ticket purchase includes Raffle entry with fabulous prizes! Winners will be announced after the event,  you don’t need to be present to win.Suggested ticketed donation of $20.00 will be invested back into Remake's educational and ambassador programs and the  Fashion Accountability Report of sustainable brands as well as the Faight to support their creative space and community focused events.Remake is a global advocacy organization fighting for fair pay and climate justice in the clothing industry. We are here to end poverty wages, unsafe conditions, and gender-based violence with which our clothes are made today. Our fast-growing community of activists, designers, IG addicts, feminists, storytellers, and all-around fashion aficionados are committed to advocating for the women who make our clothes and have taken the pledge to buy better, remaking our closets with fashion that respects women and our planet. Together let's make fashion a force for good!",https://www.eventbrite.com/o/bay-area-remake-37561683053,https://www.eventbrite.com/e/sustainable-styling-sessions-with-stylists-kara-dani-tickets-687042240837,SF
Materevolve hosts: Textile  X  Ocean Connector Sail 2023,"October 13, 2023, 12:30 PM","October 13, 2023, 06:30 PM","2100 Bridgeway, Sausalito, CA 94965","Image credit: Paige Green PhotographyPROGRAM DESCRIPTIONThe 2023 Textile X Ocean Connector Sail will build off of last year's inaugural Textile X Ocean Connector Sail, bringing new experts together to talk about the most current research and solutions. Our programming is designed to encourage deep connections between attendees and help answer hard questions about textile-derived ocean pollution (i.e. microfiber pollution), climate change, textile waste, green chemistry, ocean-thoughtful material alternatives, and more.  This year's Textile X Ocean Connector Sail will be 5 hours - allowing time for educational programming, connecting deeply, and putting up the sails to enjoy some sailing! Participants will have the option to assist with sailing, or we welcome you to sit and enjoy the view. The longer sail will allow us to spend more time outside of the Golden Gate Bridge and see more of the San Francisco Bay! Educational activities include demonstrations of marine research techniques and participation in ""Educational Tastings"" - a series of short expert presentations that inspire conversation and discussion. Our tastings are facilitated by leaders at the intersection of Textile X Ocean with diverse backgrounds and a passion for knowledge-sharing.On board, you will learn how microfiber pollution is measured, what we know about the potential sources and pathways for fiber pollution in our region, discuss solutions at the forefront of our Textile X Ocean community, and upcoming ways to get involved in furthering research and solutions.Lisa Erdle, 5 Gyres Director of Science and Innovation joined the 2022 sail to help lead a demonstration on techniques to monitor microfiber pollution in water bodies. Image credit: Paige Green PhotographyTARGET ATTENDEES:Target participants include a cross-sector group of textile industry experts, textile company representatives, scientists, policy makers, representatives from universities and environmental groups, students, young professionals, and other interested stakeholders. Please feel free to share this invitation with your colleagues or other interested parties that may like to join.A range of stakeholders from industry, brands, research entities, and environmental non-profits joined the 2022 sail with many new partnerships and relationships formed. Image credit: Paige Green PhotographyABOUT THE ORGANIZERSTogether, Krystle Moody Wood and Carolynn Box have established themselves as some of the world's leading experts in microfiber pollution- an issue easily recognized at the intersection of oceans and textiles. With Krystle's background in materials innovation and sustainable textile systems, and Carolynn's background in ocean conservation and plastic pollution, this program merges both of their worlds and expertise.  From hosting an 85 person workshop with NOAA's Marine Debris Program in 2020 and co-authoring the ""California Microfiber Update: Textile Perspective"" to recently co-authoring a congressional report, The Report on Microfiber Pollution, with the EPA Trash Free Waters Program and NOAA's Marine Debris Program on behalf of the Interagency Marine Debris Coordinating Committee (IMDCC), Krystle and Carolynn have been able to bring together key learnings from science, industry, government and academia to improve communication cross-discipline and advance toward solutions. In May 2021, Carolynn and Krystle hosted an experiential sail program with local non-profit Fibershed on ""Building Regional Textile Systems For Healthy Soils and Healthy Seas"" on the Call of the Sea's Matthew Turner.  The success of this program was featured in the special Marine Pollution issue of ECO Magazine in October of 2021.From 2021-2022, Carolynn and Krystle served as advisors for the Conservation X Labs Microfiber Innovation Challenge supporting transformative innovations targeting microfiber pollution upstream within the textile industry. I﻿n October 2022, Carolynn and Krystle hosted the inaugural Textile X Ocean Connector sail that brought together 65 participants from more than 35 organizations to participate in a thoughtfully curated program that educated participants and  encouraged collaboration to work towards solutions.  We are honored that our attendees wanted to see us make the Textile X Ocean Connector Sail an annual event!Both Krystle and Carolynn have served on the San Francisco Bay Microplastics Working Group for many years and are active in the ocean conservation space- continuing to find links where they can use their superpowers in connecting passionate people, providing educational opportunities, and fostering creative collaborations to support the development of a blue material world. Image credit: Paige Green PhotographyCarlie Herring, a research scientist at NOAA Marine Debris Program and co-author of the SOS 2.0 Report on Microfiber Pollution, is providing guests with an overview of the upcoming congressional report to spark discussion with attendees about federal action and policy.  Image credit: Paige Green PhotographySURVEY:Known for thoughtful curation of experience, education, and solutions-focused resources for cross sector groups, we have developed this short survey to build off of what we learned last year.  Our goal is to have survey results from all ticketed attendees (as well as those that are interested) to refine our programming and what you will take home with you.  We also have a limited number of scholarship tickets available for those where finances are a barrier.  Please follow this link and fill out ASAP.   Rebecca Burgess, Executive Director of Fibershed, ignites attendees with a discussion about the ocean's role in the carbon cycle and how textile systems are linked.  Image credit: Heather BoxAGENDA12:30pm Attendees Arrive // Check-In with Materevolve (near the flag poles)12:45pm Welcome from Materevolve & Sponsors1:00pm Board Boat // Check-In with Boat Captain // COVID Protocol // Safety Briefing1:15pm-6:00pm On-Board Programming & Networking // Microfiber Sampling Demos // Educational Tastings // Sailing6:00pm Docking & Final Wrap Up6:30pm Program End7:00pm  Optional Post-Event Gathering at PizzaHacker, Mill ValleyStay tuned for more details on our FEATURED SPEAKERS & DISCUSSION LEADERS soon!For more details go to www.materevolve.com/textilexoceanconnectorsailABOUT MATEREVOLVE Materevolve (pronounced mah-teer-ee-vaalv) is a company driven to lead the evolution of our materials world. Our mission is to develop and scale innovative regenerative textile systems through the lens of soil, sea and circularity. We design nature-forward experiential learning programs, provide technical consulting to leaders cross-sector, and foster trail-blazing collaborations between science, industry, government, and non-profit. We envision a material world that stewards the health and wealth of all living systems, where science and creativity are in balance, and where we can wear textiles that match our values. We believe every textile should have purpose beyond profit, and that integrating nature and science-led solutions are the key to a resilient tomorrow.Materevolve works with the educational non-profit Call of the Sea to host experiential learning programs on their wooden tall ship brigantine, the Matthew Turner.  Find more about us here and our recent work here.ABOUT OUR SPONSORSCERULEAN LEVEL: Intrinsic Advanced Materials- CiCLO technologyIntrinsic Advanced Materials (IAM) is the company behind CiCLO® technology. IAM is a joint venture formed in 2018 between Intrinsic Textiles Group, a Silicon Valley startup, and Parkdale Advanced Materials, the innovative fibers and yarns division of textiles giant Parkdale, Inc., the world’s leading manufacturer of spun yarns. Our combined team is made up of superstar scientists, engineers and textile industry veterans who are outdoor enthusiasts and feel passionately about protecting our planet.NAVY LEVEL: California Chapter of AATCCThe American Association of Textile Chemists and Colorists (AATCC) was founded in 1921 to connect the global textile community and empower a more innovative, informed, and sustainable future. Headquartered in Research Triangle Park, NC, USA, AATCC has provided standards development, testing materials, educational resources, and professional networking to the global textile industry for more than a century.  The California Chapter of AATCC was also a sponsor of the inaugural 2022 Textile X Ocean Connector Sail.General Passenger GuidelinesA digital waiver will be provided before the sail to ticketed passengers through a QR code.Day passengers and anyone who comes from outside (who doesn't live on the vessels) must wear a mask at all times when they go below decks. This includes staff and volunteers",https://www.eventbrite.ca/o/krystle-moody-wood-materevolve-llc-19035525421,https://www.eventbrite.ca/e/materevolve-hosts-textile-x-ocean-connector-sail-2023-tickets-532213814847,SF
Salvage Supper Club x Farming Hope Present: Fancy Scraps Pop-Up Dinner,"August 18, 2023, 06:30 PM","August 18, 2023, 09:00 PM","690 Van Ness Avenue, San Francisco, CA 94102","J﻿oin Salvage Supper Club and Farming Hope for our first pop-up dinner celebrating creative ways to reduce food waste! This dinner features recovered produce, upcycled ingredients, and chef-driven cooking techniques to make the most of every ingredient. Ticket includes two cocktails, four courses, shareable snacks, and a giveaway bag and recipe booklet to reduce food waste in your own kitchen!A﻿ll ticket proceeds are donated to Farming Hope to help them continue their important work fighting food waste and food insecurity in the San Francisco community.W﻿e can accommodate any dietary restriction, there will be a chance to let us know after ticket purchase!M﻿eet the ChefPhil Saneski has worked in Michelin-star kitchens and served on the board of the Research Chefs Association. Prior to becoming the Culinary Director of Farming Hope, he was VP of Product for ReGrained, an upcycled food start-up, and led product development for CCD Innovation, a food & bev consultancy in the Bay Area. Phil is a Bay Area native who is passionate about upcycled foods and building a more equitable food system.Salvage Supper ClubSalvage Supper Club is a project to change our relationship with food, to show we can eat sustainably and deliciously by making the most of what we have. We host pop-up dinners featuring zero waste dishes and creative ways to cook and preserve ingredients. We partner with local chefs and cooks from culinary traditions around the world, building community over delicious food and a care for our planet.F﻿arming HopeFarming Hope manages a culinary job training program for community members who are overcoming obstacles to employment. Our program helps adults transition to personal wellbeing and employment while cooking nutritious meals for food insecure neighbors using rescued ingredients at our anchor kitchen, Refettorio San Francisco. Refettorio SF is a collaboration with Food for Soul, a non-profit organization founded by chef Massimo Bottura and Lara Gilmore to empower local communities to reduce food waste and support social inclusion.O﻿ur ingredient partners:Minus Coffee: Minus Coffee is a beanless cold brew made of upcycled roots, seeds, and legumes that are fermented and roasted to taste just like your favorite (correction, former favorite) cold brew.Renewal Mill: Renewal Mill upcycles byproducts from food manufacturing into superfood flours, baking mixes, and baked goods. All of Renewal Mill's products are chef-crafted by Alice Medrich, a five-times James Beard Award winning cookbook author. Renewal Mill is women-owned and operated, based in Oakland, California.Superfrau: Superfrau's line of sparkling super drinks made with upcycled whey are naturally loaded with vitamins and minerals that support your gut, energy, and hydration, all without any added sugar or sweeteners.Pulp Pantry: Pulp Pantry upcycles nutritious fiber from juicing vegetables into delicious, family-friendly snacks.Shared Cultures: Shared Cultures is a small batch producer in San Francisco specializing in using koji, an ancient fungi, to create modern fermented food products. Inspired by traditional fermentation methods, wild foraged mushrooms, and the bounty of Northern California, they are creating farm-to-ferment misos, shoyus, and umami seasonings.Southeastern Reduction Company: Southeastern Reduction Company upcycles overlooked pecan shells intro nutritious, antioxidant flour that also supports regenerative farming and zero waste.",https://www.eventbrite.com/o/salvage-supper-club-68983819023,https://www.eventbrite.com/e/salvage-supper-club-x-farming-hope-present-fancy-scraps-pop-up-dinner-tickets-685414833217,SF
12/29 Climate Action Workshop with Vienna Teng @ Freight & Salvage,"December 29, 2023, 12:00 PM","December 29, 2023, 02:00 PM","2020 Addison Street, Berkeley, CA 94704","Are you ready to do more about climate change, but feel a bit overwhelmed? Wish you knew where to put your limited time & energy? This workshop might be for you.Drawing on her recent years working in environmental sustainability, Vienna will help you discover what enjoyable, meaningful climate action looks like for you personally, tailored to your unique circumstances, interests, and superpowers. You'll get to know some fellow music lovers taking their own similar journeys, and you’ll come away with practical first steps to actually make it happen. (Plus there might be a bonus music moment or two.)The workshop will run for 2 hours and will be capped at 20 participants, to make sure each person gets ample support.",https://www.eventbrite.com/o/vienna-teng-61037159083,https://www.eventbrite.com/e/1229-climate-action-workshop-with-vienna-teng-freight-salvage-tickets-566906942927,SF
NEDO SV Foresight Seminars: Inventing the Future: Session 7,"August 07, 2023, 05:30 PM","August 07, 2023, 07:30 PM","440 North Wolfe Road, Sunnyvale, CA 94085","NEDO Silicon Valley Foresight Seminars: Inventing the FutureYou are cordially invited to an in-person seminar exploring Innovation in Materials for the Circular Economy. This is the seventh Silicon Valley Foresight Four Seminar Series featuring solutions to advance the goal of a sustainable future with Net Zero emissions by 2050. Innovation in Materials for the Circular EconomyThe goal of the Circular Economy is to solve problems including climate change, pollution and environmental degradation. This can be accomplished by stepping back from the conventional approach for how we make things today to inventing new materials, methods and designs that plan ahead for using non-toxic ingredients to make the products we use every day and to design them so that they can be recovered and reused or deconstructed and reconstructed into new products enabling the materials to be used over and over again, without creating waste.  We will discuss: ➢	What is the circular economy and what are its benefits?➢	Who is innovating in this area and their examples?➢	What are the opportunities for the future of material science?➢	How can we accelerate the transition to circular materials?Additional Information on the Circular Economy:According to the Ellen MacArthur Foundation one of the leaders in this field: “In our current economy, we take materials from the Earth, make products from them, and eventually throw them away as waste – the process is linear. In a circular economy, by contrast, we stop waste being produced in the first place. The circular economy is based on three principles, driven by design:●	Eliminate waste and pollution●	Circulate products and materials (at their highest value)●	Regenerate natureIt is underpinned by a transition to renewable energy and materials. A circular economy decouples economic activity from the consumption of finite resources. It is a resilient system that is good for business, people and the environment.”Date:		Monday, August 7, 2023Time:	   5:30 PM - 7:30 PM (Registration and networking begin at 5:00PM)Location: Plug and Play Tech Center, 440 N Wolfe Rd, Sunnyvale, CA 94085Cost:		Free but registration is requiredYou will have an opportunity to network in person to share your thoughts and experiences with peers and to speak in-depth with each of the panelists after the formal presentation, while enjoying refreshments.Agenda:5:00 - 5:30 PM  -Registration, Networking5:30 - 7:00 PM  -Panel Presentations, Q&A7:00 - 7:30 PM -NetworkingSpeakers/Panelists:	Dr. William Tarpeh, Assistant Professor, Chemical Engineering, and Civil and Environmental Engineering, Center Fellow at the Precourt Institute For Energy, and the Woods Institute for the Environment, Stanford UniversityJesse Simons, Co-Founder and CCO, SolarcycleGeoff Chapin, CEO, CarbonwaveMichael Matthews, Commercial Plant Project Manager, Mango Materials
Moderator: Marianna Grossman, Sr. Consultant, USAsia Venture PartnersPanelists and Moderator Bios:Dr. William Tarpeh is an assistant professor of chemical engineering at Stanford University. The Tarpeh Lab develops and evaluates novel approaches to resource recovery from “waste” waters at several synergistic scales: molecular mechanisms of chemical transport and transformation; novel unit processes that increase resource efficiency; and systems-level assessments that identify optimization opportunities. Additional research includes innovations in methods for recycling lithium-ion batteries (LIBs) to supplement existing supplies of critical materials and improve the environmental sustainability of LIB supply chains.  Dr. Tarpeh completed his B.S. in chemical engineering at Stanford and his M.S. and Ph.D. in environmental engineering at UC Berkeley, supported by an NSF Graduate Research Fellowship, Ford Foundation Predoctoral Fellowship, and a UC Berkeley Chancellor's Fellowship. He conducted postdoctoral training at University of Michigan in environmental engineering. Will is a member of the Bouchet Honor Society, NBCBLK's ""28 Under 28"" African-American Innovators, and Forbes' ""30 Under 30"" 2019 Science List. Jesse Simons is Co-Founder and Chief Commercial Officer at SOLARCYCLE, a tech-driven recycling company focused on producing sustainable and domestic materials at scale for the solar industry. Prior to founding SOLARCYCLE, Jesse served on the Executive Team of the Sierra Club as Chief of Staff and National Program Director where he led climate and clean energy strategy. He brings in-depth knowledge on climate and the circular economy and has extensive experience scaling and managing large teams in both entrepreneurial and established environments. About SOLARCYCLE : SOLARCYCLE is a technology-driven platform designed to maximize solar sustainability by offering solar asset owners a low-cost, eco-friendly, comprehensive process for recycling retiring solar panels and technologies and repurposing them for new uses. The company’s proprietary technology allows it to extract 95% of the value in a solar panel, such as silver, silicon, copper and aluminum, and to recycle or repurpose panels for new uses. Experts in solar technology, recycling and sustainability founded SOLARCYCLE in 2022 to accelerate the circular economy for solar and renewables. Geoff Chapin  is CEO of Carbonwave. He is a veteran company builder in the green economy. Past experience includes starting and leading businesses in the home energy efficiency, and solar space, as well as low-energy desalination. Formerly, he was a management consultant at Bain & Co. and the Bridgespan Group. He serves on the boards of Environmental Entrepreneurs and PRIME Coalition, which partners with philanthropists to place charitable capital into market-based solutions to climate change. He earned a BA in political economics from Williams College, an MBA from MIT Sloan School of Management and an MPA from the Kennedy School at Harvard.About Carbonwave: Carbonwave has developed a new seaweed platform for carbon-neutral, innovative manufacturing and a model for a cascading biorefinery to create a range of products for agriculture, textiles, personal care and cosmetics. Carbonwave’s products help reduce and offset emissions from fossil fuels and traditional plastics, while minimizing waste. Their seaweed derived fertilizers and plant performance boosters help soils and crops overcome challenges from environmental stresses like heatwaves, droughts, and soil exhaustion. They are creating a plant-based fabric that relies on the extraction of structural polymers to form films stronger than the seaweed itself and competitive with the strength of other vegan textiles, without relying on polyurethane (PU) plastic for structure and strength. Their SeaBalance line of broad-spectrum emulsifiers have a wide range of applications across cosmetics and skin-care products. Unlike emulsifiers used in cosmetics and personal health that are often made with harmful fossil fuel derivatives, SeaBalance utilizes an all-natural process to make an emulsifier that’s healthy to use, and healthy for the planet. C-Combinator emulsifiers are versatile by nature: they work with formulations ranging from pH 3.5 to pH 9, and are capable of emulsifying a wide variety of oils between 10% to 40% oil content.Michael Matthews is the Commercial Plant Project Manager for Mango Materials. He has experience managing engineering design/analysis, site selection, permitting, and construction of commercial plants, He leads a team of engineers, scientists, operators and supporting staff on the scale up of Mango Materials' novel methane-to-PHA technology.  Before Mango Materials he worked for Ensol Systems, Solaris MCI, and Shell. He earned a bachelor’s in engineering from Dalhousie University and is certified as a California Mechanical Engineer and Professional Engineer (PE). He follows a collaborative and dynamic approach to leadership.About Mango Materials: Mango Materials is a renewable bioproducts company dedicated to developing environmentally friendly alternatives to traditional plastics and polyesters by fermenting and transforming waste methane to produce biopolymers which are then used to create biodegradable products. Mango Materials transforms waste gas streams into affordable, biodegradable materials while creating a positive environmental impact. It produces  naturally occurring biopolymers from waste biogas (methane) that are economically competitive with conventional oil-based materials.They are currently focused on producing Polyhydroxyalkanoates (PHAs) which are a potential replacement for some petrochemical-based plastics. They are producing PHA from waste methane gas at a San Francisco Bay Area wastewater treatment plant. PHA is  a family of biopolyesters that can be produced naturally by bacteria and other life forms. PHB is one of the many types of PHA. Unlike PLA and other biopolymers, PHA can biodegrade in many environments, including the oceans. YOPP pellets can be used in injection molding, fiber extrusion, additive manufacturing, and other plastic substitute applications. YOPP and YOPP+ pellets are optimally-formulated for fibers (for apparel and textiles) and rigid goods (for jars, caps, and molded applications). (YOPP is a trade name that stands for “You Oust Polluting Plastics”.)
Moderator:Marianna Grossman  is Senior Consultant & Advisor on Sustainability, USAsiaVenture Partners and Managing Partner of Minerva Ventures, investing and advising on solutions for a resilient future – bringing people and institutions together across sectors to collaborate, invent, fund and implement solutions that enhance sustainability and reverse climate change. Marianna led Sustainable Silicon Valley for seven years, after roles in the automotive, computer, and semiconductor industries. Recent publication: Sustainable Electricity II: A Conversation on Tradeoffs, Chapter on Silicon Valley Corporate Case Studies on Clean Energy Innovation. Service includes: California’s Climate Adaptation Action Plan Technical Advisory Group 2016; Sustainable and Resilient Resources Roundtable; the international Balaton Group; Board President, Transportation Choices for Sustainable Communities; Environmental Entrepreneurs; and, climate action councils for Palo Alto and Mountain View. Degrees: BA in Policy Studies, Dartmouth College and an MBA from Yale School of Management.USAsia Venture Partnersis a premier Silicon Valley strategic consulting company. We help our clients discover and exploit new opportunities for innovation and market disruption across a wide range of industries, from high tech and cleantech to healthcare and finance. Our consultants are renowned experts in their fields. We conduct market research and due diligence; formulate alliance, marketing and business development strategies; and partner with our clients to plan and execute for their success.",https://www.eventbrite.com/o/nedo-representative-office-in-silicon-valley-54859647093,https://www.eventbrite.com/e/nedo-sv-foresight-seminars-inventing-the-future-session-7-tickets-670780060217,SF
Free Home Composting Workshop,"August 05, 2023, 10:00 AM","August 05, 2023, 11:30 AM","Garden for the Environment • San Francisco, CA","Join Master Composters from the San Francisco Department of the Environment's SF Environment, as they introduce you to the benefits of home composting, the basics of composting, and how to get started with composting in your own home.","County of San Mateo, Office of Sustainability",https://www.eventbrite.com/e/free-home-composting-workshop-tickets-669511495907,SF
Earth Day Marin 2024,"April 21, 2024, 01:00 PM","April 21, 2024, 05:00 PM","180 Camino Alto, Mill Valley, CA 94941","Join the fun at Earth Day Marin 2024, next year's environmental festival on Sunday, April 21, 2024, from 1 to 5pm, at the Mill Valley Community Center in Marin County. Earth Day Marin is a free, family-friendly event featuring fun activities, art, music, youth and exhibits about climate action in a beautiful outdoor setting. We expect this to be Marin’s largest Earth Day event!We expect over 75 environmental booths and activities hosted by green businesses and community groups, who will help participants build a more just and sustainable world. Visitors of all ages and backgrounds will learn about climate actions such as: using clean energy, riding electric vehicles, eating well, living lightly, and building healthy communities.  REGISTER HERE TO GET YOUR FREE TICKETS. Earth Day Marin is hosted by Green Change, our nonprofit climate action network, with Mill Valley Recreation, and many more partners from across Marin and the Bay Area.Watch our video trailer above for a preview of what Earth Day Marin 2024 will be like.Featured AttractionsNext year’s Earth Day Marin 2024 promises to be bigger and better than ever, with a wide range of featured attractions including fun activities, green booths, evs and ebikes, live music, art exhibit and a youth zone!Join the fun and come celebrate Earth Day with family, friends and neighbors.To learn more, visit our Earth Day Marin page.  Volunteer at Earth Day Marin!Would you like to volunteer at our free community event? There are many ways you can help before, during and after the event.SIGN UP HERE TO VOLUNTEER.You will be invited to join one of our event teams: set up, welcome, clean up, activities, art, food, games, stage, management, multimedia, promotion and youth.After you fill your form, we will reach out to help you find just the right role -- and confirm your assignment. Earth Day Marin 2024 is organized by an all-volunteer nonprofit with limited resources. Our free events are made possible by generous friends and neighbors like you. Join our volunteer team, and help create a better world!Thanks for giving us a hand, if you can. Thanks to our partnersHere are some of the partners who exhibited and/or sponsored this year's Earth Day Marin 2023:Active Mill Valley • Art Works for Change • Autistry Studios • Bay Area Air Quality Management District • Bellows Service • Bye Bye Mattress • California Sunlight • City of Mill Valley • Climate Reality Bay Area • County of Marin • Creekside Pizza & Taproom • Equator Coffees • Friends of Alto Tunnel • Good Earth Natural Foods • Green Change • Harvest Thermal • John Owens Services • Mad Dogs & Englishmen • Marin Citizens’ Climate Lobby • Marin City Climate Resilience • Marin Community Foundation  • Marin County Bicycle Coalition • Marin County Sustainability Team • Marin Water • MCE Clean Energy • Mill Valley Emergency Preparedness Commission • Mill Valley Recreation • Mill Valley Refuse Service • Mill Valley Seniors for Peace • Mill Valley StreamKeepers • OFA Marin • Organic Cleaning Supreme • Outdoor Art Club • Pact • Play Marin • QuitCarbon  • Resilient Neighborhoods • Rex Foundation • Ride and Drive Clean • Straus Family Creamery • Surfrider Foundation • Sustainable Marin • Sustainable Mill Valley • Sustainable San Rafael • 350 Marin • Transportation Authority of Marin • Vitality Bowls • Wastewater Treatment Agencies of Marin • WTB-TAM • World Wrapps  • YardSmartMarin • Youth Action Through Art – and  more partners from across Marin and the Bay Area. We're grateful to  all our partners for making our Earth Day Marin events possible!I﻿f you have any questions, please email us at team@greenchange.net .We hope to see you on Earth Day next year!Poster art by Stuart Sharpe. Video trailer by Kevin Morrison , shot by  Omar Alami, Anita Baker, Griffith Ballard, Stuart Bass, Lee Callister, Fabrice Florin, Liam Keane, Gil Latimer, Tobey Ling-Winick, Tim Požar and Michael Wanger.",https://www.eventbrite.com/o/greenchangenet-25684561133,https://www.eventbrite.com/e/earth-day-marin-2024-tickets-645922189657,SF
"Circling: Authentic Relating & Group Mindfulness, at Green Yogi Telegraph","July 30, 2023, 07:00 PM","July 30, 2023, 09:30 PM","2807 Telegraph Ave, Berkeley, CA 94705",,https://www.eventbrite.com/o/morgan-klein-63557377983,https://www.eventbrite.com/e/circling-authentic-relating-group-mindfulness-at-green-yogi-telegraph-tickets-643403937497,SF
8-Hour HAZWOPER Refresher Training in Oakland CA,"September 08, 2023, 08:00 AM","September 08, 2023, 04:00 PM","1755 Embarcadero, Oakland, CA 94606","Compliance Solutions, the nation's largest provider of OSHA, DOT, EPA, and RCRA Training is pleased to offer open enrollment for our 8-Hour OSHA HAZWOPER Annual Refresher training. Classes are delivered in 50+ U.S cities -Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q).8 Hour HAZWOPER (HAZWOPER Refresher)The 8-Hour HAZWOPER course meets OSHA’s annual refresher requirements for employees who have completed their initial 24-Hour 40-Hour HAZWOPER certification. Mandated training can be found in 29 CFR1910.120. Students attending the 8-Hour HAZWOPER are updated on changes in related regulations, participate in multiple class safety activities, complete a mock dress-out and receive instruction in health and safety procedures, and personnel protection during work operations at hazardous material sites. Unlike our competitors, our training content and exercises are updated annually so your employees don’t take the same class over and over again every year!Who needs 8 Hour HAZWOPER Training? Students must have completed an initial 24-Hour or 40-Hour HAZWOPER course and have maintained certification through annual refresher training. If certification has not been refreshed under OSHA guidelines, the 24-Hour or 40 Hour HAZWOPER should be re-taken to maintain certification.Upon successful completion of the course, students will:Understand changes in HAZWOPER/related regulations in the past year.Describe the effects of hazardous materials on people and the environmentIdentify safe methods and work practices.Recognize signs and labels used to alert personnel of dangers involving hazardous materials.Recognize and identify site and personnel hazards.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%Call 800-711-2706 Ext 1 to register multiple students or inquire about Group training.",https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,https://www.eventbrite.com/e/8-hour-hazwoper-refresher-training-in-oakland-ca-tickets-631760401367,SF
40-Hour HAZWOPER Training in Oakland CA,"September 05, 2023, 08:00 AM","September 08, 2023, 05:30 PM","1755 Embarcadero, Oakland, CA 94606","Compliance Solutions, the nation's largest provider of OSHA HAZWOPER Training, is pleased to offer open enrollment for 40-Hour OSHA HAZWOPER Site Worker training in 50+ U.S. cities-Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q) including hands-on training!Compliance Solutions is the largest private provider of HAZWOPER and DOT Hazmat Training nationally and has earned the trust of the industry by providing quality training since 1995Who needs 40 Hour HAZWOPER Training?40-Hour HAZWOPER training is mandated for employees who have responsibilities to remediate (clean up) hazardous materials at controlled and uncontrolled sites with hazards or work activities that present an Immediate Danger to Life or Health (IDLH). This includes clean-up operations, emergency response operations, storage, disposal, or treatment of hazardous materials and hazardous waste sites. 40-Hour HAZWOPER training is also required prior to OSHA Site-Supervisor training.What is 40 Hour HAZWOPER Training?The 40-Hour HAZWOPER course provides structured classroom training mandated by 29 CFR1910.120 (e and q) including student exercises and a hands-on dress-out to acclimate workers with required Personal Protective Equipment (PPE). Workers attending this instructor-led course will cover 18 different OSHA-suggested topics including health and safety procedures, PPE used during work operations at hazardous material sites, medical monitoring, and many others.Instructors emphasize a practical approach to worksite health and safety, as such, attendees learn to recognize site hazards and take appropriate steps to prevent illness or injuries while on the job site.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%For Multiple purchase discounts or onsite Group pricing, call 800-711-2706 Ext 1",https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,https://www.eventbrite.com/e/40-hour-hazwoper-training-in-oakland-ca-tickets-631745115647,SF
