Event Name,Start,End,Location,Description,Organizer,Event URL,City
Overcoming the Solid Waste Crisis,"August 23, 2023, 05:30 PM","August 23, 2023, 07:30 PM","893 West Street, Amherst, MA 01002",,https://www.eventbrite.com/o/dalton-green-committee-68130426803,https://www.eventbrite.com/e/overcoming-the-solid-waste-crisis-tickets-671704083997,Boston
Living and Playing in a Sustainable World,"August 16, 2023, 04:00 PM","August 16, 2023, 09:00 PM","77 Easton Street, Nantucket, MA 02554",Join us at our website here to learn more about our panelists and sponsors.,https://www.eventbrite.com/o/barbara-tibbetts-66911352603,https://www.eventbrite.com/e/living-and-playing-in-a-sustainable-world-tickets-651955314897,Boston
ClimateTech 2023,"October 04, 2023, 09:00 AM","October 05, 2023, 05:00 PM","75 Amherst St, Cambridge, MA 02139","ClimateTechInnovations for a sustainable futureClimateTech will focus on how new and emerging technologies across all industries are making it possible to craft realistic plans to transition to clean energy systems, hit aggressive carbon zero goals, and adopt a circular economy mindset for their organization. Climate is a time problem. We now have but a few years left to take corrective action. Only technology is fast enough to generate the innovations that will lead to a sustainable future.. Join us on the MIT campus October 4-5 for an attendee-centric experience that features globally renowned experts, live presentations, interactive Q&As, expert-led discussions, and rich networking experiences. 2023 themes include:  Act Now: Technology is a critical mechanism to bend the emissions curve down and provide clean energy to feed our insatiable need for power. We examine the opportunities to clean up our energy infrastructure while maintaining market competitiveness. The Business Climate of Climate Business: Business needs to achieve an energy transformation on the scale of the industrial revolution at the speed of the digital age. Technology can power that transformation, but it alone cannot guarantee change will occur. Effective policies and societal changes are essential to ensuring climate technologies achieve their desired impact at scale. Media RegistrationTo request a media pass for an MIT Technology Review event, please complete an application for press credentials.Media passes are limited and are granted only to working journalists who intend to cover the event. The information you submit will be reviewed carefully, so please be as detailed as possible when filling out the form. Media credential approval for a prior MIT Technology Review conference does not guarantee approval for this event.Email press@technologyreview.com with any questions.",https://www.eventbrite.com/o/mit-technology-review-2522710218,https://www.eventbrite.com/e/climatetech-2023-registration-632791946747,Boston
Innovation Intersection: Human Health and Climatetech at the Lab Bench,"July 26, 2023, 10:00 AM","July 26, 2023, 12:00 PM","444 Somerville Avenue, Somerville, MA 02143","Join us at Greentown Boston on Wednesday, July 26 for an event that will explore the convergence of human health and climatetech at the lab bench.These two topics have significant overlap; climate change has had and will continue to have huge impacts on public health. This is just one of the intersections we see in Greentown Boston's 26-bench, BSL-2 wet lab, which is home to startups creating everything from alternative meats, to energy-efficient air conditioning, to metabolic assays. In this shared, multidisciplinary lab, our startups innovate in chemistry, biology, materials science, and much more.This July, we’re bringing together experts in the fields of climatetech and public health for an insightful panel discussion. Whether you are a lab bench scientist looking for your place in the climate movement or are simply excited about exploring the intersection of these fields, this event is for you!On this panel, you will hear from researchers, entrepreneurs, and nonprofit leaders who are at the forefront of innovation in both human health and climate change mitigation; gain valuable insights from their experiences; and explore the potential of cross-disciplinary collaborations.Together, we can find innovative ways to mitigate the impact of climate change on public health and promote a healthier, more resilient future.P﻿anelists:Carey Ann Comeau, Senior Director of Wet Lab Operations at Greentown LabsSezin Yigit, Co-founder of Mori and Associate Director of Science Operations and Strategic Partnerships at LabCentralRamon Sanchez, Principal Investigator and Research Associate at Harvard School of Public HealthModerated by Kayla Goodale, Membership Coordinator at Greentown LabsA﻿genda (in ET):10:00 to 10:30 AM: Networking over coffee and light breakfast10:30 to 11:10 AM: Panel discussion11:10 to 11:30 AM: Audience questions11:30 AM to 12 PM: NetworkingIf you have questions or need to request accommodation, please reach out to Greentown Labs’ Events Coordinator, Kelly Wilson (kwilson@greentownlabs.com).V﻿enue InformationParking is incredibly limited at Greentown Labs. We encourage attendees to consider taking advantage of public transportation. We’re a short walk from the newly opened Union Square station and 1 mile away from the Harvard MBTA station. Union Square in Somerville is easily accessible via the #86 and #91 MBTA buses. The closest Bluebikes stations are at Dane St., Conway Park and Union Square.Please note that by registering to attend this event you are accepting these terms: You consent to your image or likeness being used in content associated with the event; You release Greentown Labs and all partners from any and all liability stemming from any event-related incident.",https://www.eventbrite.com/o/greentown-labs-4535357817,https://www.eventbrite.com/e/innovation-intersection-human-health-and-climatetech-at-the-lab-bench-tickets-658720118607,Boston
Climate Action On + Off the Screen,"August 17, 2023, 07:00 PM","August 17, 2023, 09:00 PM","1175 Soldiers Field Road, Boston, MA 02134","Climate doom got you down? Want to take action, but don’t know where to start? Well, we’ve got you covered! Join us for an inspiring film screening on the banks of the Charles River!You’ll see three films about local climate challenges––drought, green jobs, and urban heat––and learn what we’re doing about it. Then, stick around for our Advocacy Action Half-Hour to learn about ways you can make a real difference for our rivers.This event is hosted by Friends of Herter Park Amphitheater in partnership with Turnaround Films, Charles River Watershed Association, and Massachusetts Rivers Alliance.",https://www.eventbrite.com/o/charles-river-watershed-association-11927767978,https://www.eventbrite.com/e/climate-action-on-off-the-screen-tickets-653015967337,Boston
Resonant Energy Office Warming Party,"September 13, 2023, 04:00 PM","September 13, 2023, 07:00 PM","109 Kingston Street Floor 2L, Boston, MA 02111","W﻿e invite you to our new office! We'll have food, games, activities, and  foster a space for climate justice conversations. We ask that you wear sunshine colors to the event if you have them! ",https://www.eventbrite.com/o/resonant-energy-17622197900,https://www.eventbrite.com/e/resonant-energy-office-warming-party-tickets-679455899887,Boston
"Bob Bunting, Climate Adaptation in Rhode Island","August 07, 2023, 06:00 PM","August 07, 2023, 07:30 PM","170 Narragansett Avenue, Barrington, RI 02806","Bob Bunting, a notable climate scientist and entrepreneur will cover specific climate issues in Barrington Rhode Island. After his talk, he will open the floor to the community for any questions and comments.This program will help raise awareness of the potential climate impacts in Barrington and how we can come together as a community for our solutions.",https://www.eventbrite.com/o/rita-k-moore-61691638593,https://www.eventbrite.com/e/bob-bunting-climate-adaptation-in-rhode-island-tickets-679503462147,Boston
David Gessner & Nina de Gramont: A Traveler's Guide to the End of the World,"August 16, 2023, 07:00 PM","August 16, 2023, 08:00 PM","279 Harvard Street, Brookline, MA 02446","In person at Brookline Booksmith! Celebrate the release of A Traveler's Guide to the End of the World with author David Gessner, in conversation with Nina de Gramont.Register for the event!RSVP to let us know you're coming! Depending on the volume of responses, an RSVP may be required for entrance to the event. You will also be alerted to important details about the program, including safety requirements, cancellations, and book signing updates.Livestream!Barring technical difficulty, this event will be livestreamed to our store YouTube channel. No registration is required for the livestream.Reserve a book!Books will be available for purchase at the event, but you can ensure that you get a copy by preordering on this page. You can pick your book up after 6:30PM on the day of the event.Can't make it to the event? Preorder the book here to have it signed, and choose to have it held or shipped from the store!Book orders are processed for pickup or shipping after ticket sales have closed.A Traveler's Guide to the End of the World: Tales of Fire, Wind, and Water Bestselling author David Gessner asks what kind of planet his daughter will inherit in this coast-to-coast guide to navigating climate crisis.The world is burning and the seas are rising. How do we navigate this new age of extremes? In A Traveler's Guide to the End of the World, David Gessner takes readers on an eye-opening tour of climate hotspots from the Gulf of Mexico to the burning American West to New York City to the fragile Outer Banks, where homes are being swallowed by the seas. He does so with his usual sense of humor, compassion, and a willingness to talk to anyone, providing an informative and sobering yet convivial guide for the age of fire, heat, wind, and water.Gessner approaches scientists and thinkers with a father's question: What will the world be like in forty-two years? Gessner was forty-two when his daughter, Hadley, was born. What will the world be like in 2064, when Hadley is his age now? What is the future of weather? The future of heat, storms, and fire? What exactly will our children be facing? A Traveler's Guide to the End of the World tells a story of climate crisis that will both entertain and shake people awake to the necessity of navigating this new age together.David Gessner is the author of Quiet Desperation, Savage Delight: Sheltering with Thoreau in the Age of Crisis, Leave It As It Is: A Journey Through Theodore Roosevelt’s American Wilderness, and the New York Times–bestselling All the Wild That Remains: Edward Abbey, Wallace Stegner and the American West. Chair of the Creative Writing Department at the University of North Carolina Wilmington, and founder and editor-in-chief of Ecotone, Gessner lives in Wilmington, North Carolina, with his wife, the novelist Nina de Gramont, and their daughter, Hadley.Nina de Gramont’s latest novel, The Christie Affair, is an international and New York Times bestseller, and the Reese Witherspoon Book Club pick for February, 2022. The Christie Affair has been translated into more than twenty languages. Nina is also the author of a collection of short stories, as well as the novels Gossip of the Starlings and The Last September. She has written several YA novels (Every Little Thing in the World, Meet Me at the River, The Boy I Love, and — under the pen name Marina Gessner — The Distance From Me to You). Nina teaches creative writing at the University of North Carolina Wilmington. She lives with her daughter, her dog Isabelle, and her husband, the writer David Gessner. About Brookline BooksmithWe are one of New England’s premier independent bookstores, family-owned and locally run since 1961. We offer an extensive selection of new, used, and bargain books; unique, beautiful gifts; award-winning events series; and specialty foods. Every day, we strive to foster community through the written word, represent a diverse range of voices and histories, and inspire conversations that enrich our lives. Find more at brooklinebooksmith.com!EVENT ACCESSIBILITY This event will take place at street level. If possible, the event will be livestreamed to YouTube. ASL interpretation may be provided (based on the availability of interpreters) but must be requested at least 2 weeks in advance of the event. Seats are limited. Please email us at tickets@brooklinebooksmith.com as soon as possible if you require ASL interpretation, guaranteed seating, or other accommodations. We will do our best to serve your needs!",https://www.eventbrite.com/o/brookline-booksmith-9828389483,https://www.eventbrite.com/e/david-gessner-nina-de-gramont-a-travelers-guide-to-the-end-of-the-world-tickets-639501866297,Boston
Mass Audubon Early Career Symposium,"August 09, 2023, 02:00 PM","August 09, 2023, 04:00 PM","280 Eliot Street, Natick, MA 01760","Mass Audubon Early Career SymposiumThe Diversity and Inclusion Division's Early Career Programs are hosting a symposium on Wednesday, August 9th from 2pm to 4pm at Broadmoor Wildlife Sanctuary in Natick, MA. This symposium is a unique opportunity to network, learn, and gain insights from the individuals in the Early Career Programs. The Environmental Fellows Program is a 14-month Fellowship focused on career development within a Mass Audubon department and the Massachusetts Climate Corps is an 8-week internship program focused on providing coastal resilience and urban ecology field work experiences. Both programs are focused on supporting for young professional from backgrounds historically underrepresented in the environmental field.Date: Wed, Aug 09, 2023Time: 2:00 PM (Eastern Daylight Time)Location: Broadmoor Sanctuary, 280 Eliot Street, Natick, MA 01760In-person spots are limited. If you are interested in joining us, please register via the Eventbrite link by Monday, July 31st at 5pm EST.During the symposium, you'll have the chance to attend informative sessions and workshops. The Environmental Fellows from our first cohort will share their year-long professional project work and the Massachusetts Climate Corps members will share their research from their summer projects. In addition to poster sessions and presentations, there will also be an Early Career Programs panel where Fellows will share their experiences about their tenure at Mass Audubon.Don't miss out on this exciting event! Register now to secure your spot and take the next step in supporting the Early Career Programs at Mass Audubon! Appetizers will be served. Please feel free to contact Eunyque Sykes, Diversity and Inclusion Coordinator (esykes@massaudubon.org) or Aisha Farley, Early Career Programs Manager (afarley@massaudubon.org) with questions.												Thank you for your continued support of our Early Career Programs!",https://www.eventbrite.com/o/deija-68778693123,https://www.eventbrite.com/e/mass-audubon-early-career-symposium-tickets-681086426837,Boston
Mastery Panel: 2023: Succeeding in our New Normal,"August 09, 2023, 03:30 PM","August 09, 2023, 05:00 PM","200 Baker Ave Suite 205, Concord, MA 01742",How have you adjusted your business in 2023? Join us on August 9th for our next Mastery Panel. We will hear from three of KW's best as they discuss tactics and strategies to succeed in our current and extreme market climate.Drinks and appetizers provided.  ,https://www.eventbrite.com/o/keller-williams-realty-boston-northwest-7509931089,https://www.eventbrite.com/e/mastery-panel-2023-succeeding-in-our-new-normal-tickets-680200537117,Boston
Nick Fuller Googins with Miriam Wasser: The Great Transition,"August 21, 2023, 07:00 PM","August 21, 2023, 08:00 PM","279 Harvard Street, Brookline, MA 02446","In person at Brookline Booksmith! Celebrate the release of The Great Transition with author Nick Fuller Googins, in conversation with Miriam Wasser.Register for the event!RSVP to let us know you're coming! Depending on the volume of responses, an RSVP may be required for entrance to the event. You will also be alerted to important details about the program, including safety requirements, cancellations, and book signing updates.Livestream!Barring technical difficulty, this event will be livestreamed to our store YouTube channel. No registration is required for the livestream.Reserve a book!Books will be available for purchase at the event, but you can ensure that you get a copy by preordering on this page. You can pick your book up after 6:30PM on the day of the event.Can't make it to the event? Preorder the book here to have it signed, and choose to have it held or shipped from the store!Book orders are processed for pickup or shipping after ticket sales have closed.The Great Transition: A NovelFor fans of Station Eleven and The Ministry for the Future, this richly imaginative, immersive, and “profound” (Alice Elliott Dark, author of Fellowship Point) novel is the electrifying story of a family in crisis that unfolds against the backdrop of our near future.Emi Vargas, whose parents helped save the world, is tired of being told how lucky she is to have been born after the climate crisis. But following the public assassination of a dozen climate criminals, Emi’s mother, Kristina, disappears as a possible suspect, and Emi’s illusions of utopia are shattered. A determined Emi and her father, Larch, journey from their home in Nuuk, Greenland to New York City, now a lightly populated storm-surge outpost built from the ruins of the former metropolis. But they aren’t the only ones looking for Kristina.Thirty years earlier, Larch first came to New York with a team of volunteers to save the city from rising waters and torrential storms. Kristina was on the frontlines of a different battle, fighting massive wildfires that ravaged the western United States. They became part of a movement that changed the world­—The Great Transition—forging a new society and finding each other in process.Alternating between Emi’s desperate search for her mother and a meticulously rendered, heart-stopping account of her parents’ experiences during The Great Transition, this novel beautifully shows how our actions today determine our fate tomorrow. A triumphant debut, The Great Transition is a breathtaking rendering of our near future, told through the story of one family trying to protect each other and the place we all call home.Nick Fuller Googins has published short stories and essays in The Paris Review, the Los Angeles Times, The Southern Review, and elsewhere. He lives in Maine, and works as an elementary school teacher. The Great Transition is his first novel.Moderator Miriam Wasser is a senior reporter with WBUR's climate and environment team. Before joining WBUR, she was a staff writer for the Phoenix New Times in Arizona. Her work has also appeared in Boston Magazine, The Atlantic, Narratively, DigBoston and The Big Roundtable. Miriam holds a master’s degree from Columbia University’s Graduate School of Journalism.About Brookline BooksmithWe are one of New England’s premier independent bookstores, family-owned and locally run since 1961. We offer an extensive selection of new, used, and bargain books; unique, beautiful gifts; award-winning events series; and specialty foods. Every day, we strive to foster community through the written word, represent a diverse range of voices and histories, and inspire conversations that enrich our lives. Find more at brooklinebooksmith.com!EVENT ACCESSIBILITY This event will take place at street level. If possible, the event will be livestreamed to YouTube. ASL interpretation may be provided (based on the availability of interpreters) but must be requested at least 2 weeks in advance of the event. Seats are limited. Please email us at tickets@brooklinebooksmith.com as soon as possible if you require ASL interpretation, guaranteed seating, or other accommodations. We will do our best to serve your needs!",https://www.eventbrite.com/o/brookline-booksmith-9828389483,https://www.eventbrite.com/e/nick-fuller-googins-with-miriam-wasser-the-great-transition-tickets-635511290377,Boston
Cocktails and Conversations: Planning Resilient Coastlines and Communities,"September 13, 2023, 06:00 PM","September 13, 2023, 08:30 PM","1 Central Wharf, Boston, MA 02110","Boston is in a historically unique moment: with the leadership of Mayor Wu, City Hall is now focused on inclusivity and equity for all of Boston’s residents, from Allston to Mattapan and beyond. City officials are committed to working on a waterfront planning process that prioritizes equity, climate resiliency and inclusivity. The New England Aquarium is proud to be at the forefront of engaging city officials, opinion leaders and residents who want to be involved in shaping Boston’s downtown waterfront through our Downtown Waterfront for All campaign. We are working to engage Boston’s young professionals with a strong emphasis on working with young professionals of color from diverse neighborhoods such as Chinatown, Mattapan, East Boston, and Dorchester–traditionally excluded neighborhoods in accessing the downtown waterfront.Join us for an evening of connection, conversations, and coastlines, where we’ll collectively work to rewrite the narrative of Boston’s downtown waterfront and transform a space lacking in public realm activation into a vibrant hub for our city.This event is hosted by the New England Aquarium.A﻿BOUT FIERCE URGENCY OF NOWThe Fierce Urgency of Now Festival brings together more than 1,000 diverse, young professionals of color and allies for 30+ transformative events. Organized by City Awake, the Greater Boston Chamber of Commerce’s young professional platform, this is the ultimate festival to build connections, advance careers, and ignite positive change. This festival is inspired by Dr. Martin Luther King Jr.’s. speech at the March on Washington for Jobs and Freedom where he described “the fierce urgency of now” — the pressing need for immediate action and lasting change in the face of racial injustice. Today and every day, we are answering this call to action to forge a more equitable, inclusive future for Greater Boston. ",https://www.eventbrite.com/o/city-awake-greater-boston-chamber-of-commerce-30668479044,https://www.eventbrite.com/e/cocktails-and-conversations-planning-resilient-coastlines-and-communities-tickets-633498399767,Boston
"Soils, Grasslands, and Forests Standing Together Against Climate Change","August 01, 2023, 03:00 PM","August 01, 2023, 05:00 PM","Sheepfold Dog Park, Stoneham, MA 02180","Difficulty: Easy/ModerateAppropriate for: All ages 5 years and upLeaders: Morgan Owens, Megan Mathieu, and Sabrina Machtay, Ocean River Institute, Summer InternsAbout the leaders: Morgan, Megan, and Sabrina are students at Tufts and Brandeis University who are researching and making known the Slow Water Drought Relief Carbon Offset Fund.About the hike: Join us for a walk of discovery as we delve into the life of soil, grasslands, and forests. We will start in the grasslands and learn how plants and soil work together to draw down carbon and fight climate change. We will explore the relationships between plants and the soil community. We’ll step into the forest to observe how the overstory, understory, and groundcover all work together to create a balanced and healthy ecosystem. Steady rain or thunder cancels.Contact: friends@fells.org with questionsP﻿arking: We will meet at the Sheepfold parking lot by the map/kiosk.Dogs: Yes!Please note: Emails from Eventbrite may end up in your spam folder. Please check your spam folder if you have registered for the waitlist to ensure that you are receiving the email notifications. We also suggest removing Eventbrite from your spam sender list. ",https://www.eventbrite.com/o/friends-of-the-fells-58309911053,https://www.eventbrite.com/e/soils-grasslands-and-forests-standing-together-against-climate-change-tickets-673674367167,Boston
Wetland Restoration Talk with David Gould,"July 25, 2023, 07:00 PM","July 25, 2023, 08:30 PM","675 Long Pond Road, Plymouth, MA 02360","Restoring Plymouth, One Project at a TimePresented by David Gould, Director of the Plymouth Department of Environmental AffairsJoin Herring Ponds Watershed Association and Wildlands Trust for this special presentation at the Wildlands Trust Community Conservation Barn. Learn about the restoration projects that the Town of Plymouth has undertaken in the last twenty years to restore and increase the climate resiliency of riparian, wetland, and fisheries habitat, with a particular focus on the work at Town Brook.David Gould is the Director of the Town of Plymouth Department of Marine and Environmental Affairs (DMEA). He has been with the Town of Plymouth for twenty years working on programs and projects ranging from endangered shorebird management, aquaculture, dredging, dam removals and wetlands restoration projects. Mr. Gould has been the project manager on the Eel River Headwaters Restoration Project, Wellingsley Brook Restoration Project, Foothills Restoration Project and all of the projects along Town Brook. He holds degrees from Bridgewater State University and Arizona State University, and is the recipient of numerous awards such as the Coastal America Spirit Award, Coastal America Partnership Award and the NOAA Environmental Hero Award.Registration is appreciated. Seating is first come, first serve. Doors open at 6:30.C﻿OVID precautions:D﻿oors and windows will be open for airflow if weather allows.M﻿asks are optional.",https://www.eventbrite.com/o/wildlands-trust-hpwa-17867413477,https://www.eventbrite.com/e/wetland-restoration-talk-with-david-gould-tickets-664889320857,Boston
The 2023 EDRI Conference for Creation Care,"September 23, 2023, 08:30 AM","September 23, 2023, 04:00 PM","674 Westminster Street, Providence, RI 02903","Join us for the second annual EDRI Conference for Creation Care. This year's theme is Love in Action: Environmental Justice in RI. Join the discussion with local and national leaders in the environmental justice space as we explore how environmental justice and racism continues to impact communities across Rhode Island, efforts to address the disproportionate harm climate change continues to have on many of our most vulnerable communities, and what role we can play to address this critical issue impacting the communities we are called to serve.",https://www.eventbrite.com/o/rhode-island-episcopal-creation-care-network-40154385813,https://www.eventbrite.com/e/the-2023-edri-conference-for-creation-care-tickets-654950934877,Boston
2023 Stormwater Innovation Expo,"October 18, 2023, 08:30 AM","October 18, 2023, 03:30 PM","1000 Elmwood Avenue, Providence, RI 02907","Sponsorship and exhibition opportunities are available now, please email Greg Gerritt at gerritt@mindspring.com for  information!Join the Rhode Island Green Infrastructure Coalition, the Providence Stormwater Innovation Center, and the Providence Parks Department for the Fifth Annual Stormwater Innovation Expo. This is a great opportunity to discover new and innovative products and services being used in the construction and maintenance of green stormwater infrastructure across Rhode Island and the industry.M﻿ore details and general admission tickets coming soon!General admission tickets will include lunch and a light breakfast.2023 Theme: Nature-Based Solutions for Climate ResilienceThis year's GIC Expo will focus on the role of green infrastructure and nature-based solutions in making RI communities more resilient to the effects of climate change, including sea-level rise, flooding and increased precipitation, and warmer temperatures. Topics may include: coastal adaptation and strategies for enabling nature to migrate inland; the benefits of buffer restoration and phytotechnology for pollutant removal and flood mitigation; tree planting for cooling and flood mitigation; as well as current and potential state and federal funding sources for climate resilience work.----------------------------------The Rhode Island Green Infrastructure Coalition, a coalition of over 50 non-profits, businesses, and government agencies focused on managing stormwater with natural methods has been very active in Rhode Island, focusing on projects to manage stormwater, research, and policy changes to make it easier to implement green infrastructure.  Learn more about the Rhode Island Green Infrastructure Coalition: www.greeninfrastructureri.org2﻿022 Expo Photos:",https://www.eventbrite.com/o/ri-green-infrastructure-coalition-31335818951,https://www.eventbrite.com/e/2023-stormwater-innovation-expo-tickets-680529300457,Boston
Teahouse Meditation & Nature Walk with Manny Muros,"September 20, 2023, 09:00 AM","September 20, 2023, 10:30 AM","24 Cottage Road, Kensington, NH 03833","Our nature walk and guided seated meditation will take you through Alnoba's peaceful nature trails leading to the tranquil Japanese Tea House for wisdom teachings and a guided seated meditation. Embedded in the natural surroundings of the Alnoba forest we will enter deep states of inner peace and harmony. This sanctuary holds a design that provides you with a sense of protection and will make you feel like you are floating in a tree house.
You'll be led on this experience by Alnoba Peace Foundation founder and spiritual teacher Manny Muros.
He'll guide you into entering a state of deep listening, surrendering your inner dialogue to the peace and harmony of the natural world. With practice you'll learn to immerse yourself in the beauty inherent in each moment, finding in that a source of strength and a spark for inner transformation - a transformation that will better equip you to take on the challenge of changing the world.
Notes and Guidelines
•	Meet Manny in the Main parking lot promptly at 9:00 AM.
•	Guests must stay with Manny at all times.
•	Please dress appropriately for exploring the outdoors.
•	Wear appropriate footwear and bring a bottle of water and sunscreen. In the winter months, bring appropriate footwear and warm clothing.
•	This tour will last roughly 90 minutes. Be prepared to walk at an easy pace, with breaks, for that length of time.
•	Alnoba's buildings are closed. Walkers may use the portable restroom in our parking lot.
•	No dogs are permitted on the property.
•	This is a walking tour only - no bicycles.
Refund and Weather Policy
Tickets are non-refundable. Please note that all events at Alnoba are rain or shine. If an event is cancelled due to extreme weather you will receive an email notification. If you do not get an email notifying you that the event is cancelled, that means the event is still going forward as scheduled.
About Manny Muros
Manny is the founder of the Alnoba Peace Foundation and for many years served as owner and Spiritual Director of the Yoga Center of Newburyport. He teaches Asana, Meditation and Yogic philosophy, leading workshops and retreats in the US and internationally.
He is the author of 3 books on the path of spiritual awakening. The Other Side of Me, The Mind Overlay, and The Oneness Within, are readable and engaging guides to inner transformation.
About the Alnoba Peace Foundation
A world in need of healing
From climate change to the impact of technology on our minds and the economy, our world is in crisis. A winner-take-all society isolates us from each other and from the earth that sustains us. Our communities are broken, consumption and waste run rampant, and we are severed from the healing power of the natural world.
Both we and the world need a change. Start that change on the inside. You can overcome the harmful and destructive patterns imposed on you by this broken world we’re living in, opening to a more natural and authentic way of engaging with yourself and our planet.
The power to change
There are both ancient and pioneering tools you can use to rewrite your patterns, breaking free of the old way of thinking and being as you tap into something stronger: a way of living that connects us harmoniously to both each other and the earth we share.
Manny Muros has spent decades studying, practicing and sharing the spiritual techniques that lead to greater self-awareness and self-realization. His wisdom teachings are insights gained through a lifetime of deep practice and exploration. Through meditation and affirmative practices, he teaches students how to center, deconstruct old patterns and recover a truer way of being.
The sacred land of Alnoba, with its pristine fields and forests and inspiring collection of outdoor art, serves as a potent space for undertaking this journey of transformation.
Be the difference
To use the ancient words of wisdom: as it is above, so it is below. The world we cultivate inside ourselves makes a real impact on the one that surrounds us. By changing one, we impact the other.
Step forward into your own change, breaking free of a paradigm that destroys both our well-being and that of our planet. Discover a healthier, more authentic alternative that empowers you to be the change you seek.
",https://www.eventbrite.com/o/alnoba-18536318262,https://www.eventbrite.com/e/teahouse-meditation-nature-walk-with-manny-muros-tickets-499583988157,Boston
"Lessons 3&4 (combined): Maximize yield w/ FREE blooming, harvest & curing!","July 29, 2023, 10:30 AM","July 29, 2023, 02:00 PM","60 Madison Street, Worcester, MA 01608","🇺🇸☀️ Embrace your ""Freedom to Grow!"" this July with DANKU's 'Grow Like A Pro' course, led by our own Uncle Sam of the grow world, master grower Joe D! (@citygrown) 🌱👨‍🌾

Our exclusive course, brought to you by #GZGrowShops, is tailor-made for all you newbies, garden enthusiasts, and seasoned cultivators seeking to hone your green thumb skills! Our class schedule is as follows for July:

Thursdays 6 pm - 8 pm:
Lesson 1: Propagation (7/6)
Lesson 2: Vegging (7/13)
Lesson 3: Blooming (7/20)
Lesson 4: Harvest, Dry, Cure (7/27)

Saturdays 10:30 am - 2 pm:
Lessons 1 & 2: Propagation & Vegging (7/15)
Lessons 3 & 4: Blooming, Harvest, Dry, Cure (7/29)

Whether you're just planting your first seedlings or pruning your lush indoor jungle, we've got you covered! Also, did we mention that attendees get a cool 10% off non-electronic items before and after the class? 🤑 

Complete all four lessons to snag a certificate and goodies from our fab sponsors worth over $75!! And if that wasn't tempting enough, we serve up hot and delicious free pizza! 🍕😋

Big shoutout to our generous sponsors: @doctor.zymes, @fishheadfarms, @p31microbes, @realgrowers, @thesummitlounge_ma, @purposegenetics, and @heavy16official.

So, why wait? Celebrate your ""Freedom to Grow!"" with our 🔥 Sizzling Summer Savings 🔥. Check out the ad for deals on everything from soil boosters to climate control systems! 🍃💧🌡️🐜🌼✂️ 

DANKU and Green Zone are all about giving back to the community. Come join us in-store at Worcester, MA, or online via Zoom. Together, let's cultivate your independence with a touch of green magic! ✨🪴💚

For more info, check us out at www.gzgrowshops.com/classes, call 508-459-9609, or simply pop in and see us at 60 Madison St, Worcester, MA.
",https://www.eventbrite.com/o/green-zone-grow-shops-danku-29900783531,https://www.eventbrite.com/e/lessons-34-combined-maximize-yield-w-free-blooming-harvest-curing-tickets-672493234367,Boston
Lesson 4: Master harvest & curing in our FREE class!,"July 27, 2023, 06:00 PM","July 27, 2023, 08:00 PM","60 Madison Street, Worcester, MA 01608","🇺🇸☀️ Embrace your ""Freedom to Grow!"" this July with DANKU's 'Grow Like A Pro' course, led by our own Uncle Sam of the grow world, master grower Joe D! (@citygrown) 🌱👨‍🌾

Our exclusive course, brought to you by #GZGrowShops, is tailor-made for all you newbies, garden enthusiasts, and seasoned cultivators seeking to hone your green thumb skills! Our class schedule is as follows for July:

Thursdays 6 pm - 8 pm:
Lesson 1: Propagation (7/6)
Lesson 2: Vegging (7/13)
Lesson 3: Blooming (7/20)
Lesson 4: Harvest, Dry, Cure (7/27)

Saturdays 10:30 am - 2 pm:
Lessons 1 & 2: Propagation & Vegging (7/15)
Lessons 3 & 4: Blooming, Harvest, Dry, Cure (7/29)

Whether you're just planting your first seedlings or pruning your lush indoor jungle, we've got you covered! Also, did we mention that attendees get a cool 10% off non-electronic items before and after the class? 🤑 

Complete all four lessons to snag a certificate and goodies from our fab sponsors worth over $75!! And if that wasn't tempting enough, we serve up hot and delicious free pizza! 🍕😋

Big shoutout to our generous sponsors: @doctor.zymes, @fishheadfarms, @p31microbes, @realgrowers, @thesummitlounge_ma, @purposegenetics, and @heavy16official.

So, why wait? Celebrate your ""Freedom to Grow!"" with our 🔥 Sizzling Summer Savings 🔥. Check out the ad for deals on everything from soil boosters to climate control systems! 🍃💧🌡️🐜🌼✂️ 

DANKU and Green Zone are all about giving back to the community. Come join us in-store at Worcester, MA, or online via Zoom. Together, let's cultivate your independence with a touch of green magic! ✨🪴💚

For more info, check us out at www.gzgrowshops.com/classes, call 508-459-9609, or simply pop in and see us at 60 Madison St, Worcester, MA.
",https://www.eventbrite.com/o/green-zone-grow-shops-danku-29900783531,https://www.eventbrite.com/e/lesson-4-master-harvest-curing-in-our-free-class-tickets-672489824167,Boston
