Event Name,Start,End,Location,Description,Organizer,Event URL,Relevance,City,Source CSV
Brooklyn Basketball Social,"August 02, 2023, 06:00 PM","August 02, 2023, 08:00 PM","1561 Bedford Avenue Brooklyn, NY 11225",We are hosting our first ever basketball social!,Eventbrite,https://www.eventbrite.com/e/brooklyn-basketball-social-tickets-686021868877,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Unraveling the Discord: AI vs. Human Creativity,"August 02, 2023, 06:00 PM","August 02, 2023, 07:30 PM","89 Market St 3rd Floor, Newark, NJ 07102","Unraveling the Discord: AI vs. Human CreativityCome join us for an epic evening of Unraveling the Discord on Wednesday, August 2, 2023 at 89 Market St 3rd Floor, Newark, NJ 07102. Get ready to witness the collision of two incredible worlds as talented musicians and cutting-edge artificial intelligence technology supporters go head-to-head in a battle for supremacy.Whether you are a music enthusiast, a tech aficionado, or simply curious about the future of music, this event is not to be missed. Immerse yourself in the vibrant atmosphere, connect with like-minded individuals, and witness a unique blend of talent and innovation.So mark your calendars and join us on August 2, 2023, at 6:00 PM (EDT) for an unforgettable evening of  discussion about the future of music and the power of AI. Get ready to be entertained, inspired, and captivated by this one-of-a-kind event!",https://www.eventbrite.com/o/space-sharespace-incubator-2963712777,https://www.eventbrite.com/e/unraveling-the-discord-ai-vs-human-creativity-tickets-676962291437,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Young Professionals Summer Social,"July 27, 2023, 05:00 PM","July 27, 2023, 09:00 PM","222 Avenue B, New York, NY 10009","You're invited to the Young Professionals Summer Social!
Join us for an exciting in-person event at The Roost, 222 Avenue B, New York, NY, USA. It's going to be a fantastic opportunity to meet fellow young professionals and have a blast under the summer sun.
Get ready to mingle, network, and make new friends in a relaxed and informal setting. Whether you're looking to expand your professional circle or simply enjoy a fun evening out, this event is perfect for you.
Expect great music, delicious food, and refreshing drinks. We've got everything covered to ensure you have an unforgettable time. So mark your calendar and don't miss out on this amazing summer social!",https://www.eventbrite.com/o/exp-yp-new-york-68468889573,https://www.eventbrite.com/e/young-professionals-summer-social-tickets-676621391797,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
The Impact of AI on Business Growth. Networking and Art Exhibits to follow.,"August 09, 2023, 05:30 PM","August 09, 2023, 09:00 PM","511 Warburton Avenue, Yonkers, NY 10701","THE AI TAKEOVERThe R.E.A.L Project presents an Evening at the MUSEUM.Join us for a thought-provoking event ""The AI Take Over"" at the famous Hudson River Museum. Discover the awe-inspiring impact of Artificial Intelligence (AI) on our society and businesses in this engaging gathering.AI has swiftly emerged as a transformative force, revolutionizing various aspects of our lives. From healthcare to transportation, from entertainment to finance, AI has permeated every sector, redefining the way we live and work. At this event, we will delve into the profound implications of AI, exploring its potential to shape the future and ignite innovation.The Hudson River Museum, renowned for its celebration of cutting-edge advancements, provides the perfect setting for this exploration of AI's impact. As you immerse yourself in this captivating venue, surrounded by captivating exhibits and an atmosphere of intellectual curiosity, you will gain a deeper understanding of how AI is reshaping our world.Don't miss out on this extraordinary opportunity to join like-minded individuals, visionary thinkers, and industry experts as we unravel the mysteries of AI's influence on society and businesses.Register now for ""The AI Take Over"" at the Hudson Museum, and prepare to witness firsthand the transformative power of Artificial Intelligence. Together, let's embrace the future and unlock the boundless potential that lies ahead. Be a member of The R.E.A.L Project Today and get 50% off tickets!",https://www.eventbrite.com/o/the-real-project-61283330303,https://www.eventbrite.com/e/the-impact-of-ai-on-business-growth-networking-and-art-exhibits-to-follow-tickets-677209049497,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
LMSS @ Cornell Tech: Yejin Choi (University of Washington),"September 08, 2023, 12:30 PM","September 08, 2023, 01:30 PM","2 West Loop Road, New York, NY 10044","Yejin Choi is Brett Helsel professor and a MacArthur Fellow at the Paul G. Allen School of Computer Science & Engineering at the University of Washington. She is also a senior director at AI2 overseeing the project Mosaic and a Distinguished Research Fellow at the Institute for Ethics in AI at the University of Oxford. Her research investigates if (and how) AI systems can learn commonsense knowledge and reasoning, if machines can (and should) learn moral reasoning, and various other problems in NLP, AI, and Vision including human language understanding and (de-)generation, language grounding with vision and experience, and AI for social good. She is a co-recipient of 2 Test of Time Awards (at ACL 2021 and ICCV 2021), 5 Best Paper Awards (at NAACL 2022, ICML 2022, NeurIPS 2021, AAAI 2019, and ICCV 2013), the Borg Early Career Award (BECA) in 2018, the inaugural Alexa Prize Challenge in 2017, and IEEE AI's 10 to Watch in 2016.",https://www.eventbrite.com/o/cornell-tech-51083538073,https://www.eventbrite.com/e/lmss-cornell-tech-yejin-choi-university-of-washington-tickets-638857729667,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Ai Tech Summit (4th Annual),"September 27, 2023, 10:00 AM","September 27, 2023, 12:00 PM","TBA, New York, NY 10036","Global Startup Ecosystem Announces the 3rd Annual Ai Tech Summit in Partnership with Microsoft To accelerate developments within the artificial intelligence and robotics industry, the Global Startup Ecosystem will be hosting the 4th annual Ai Tech Summit . The Ai Tech Summit is the world’s most exclusive event featuring Ai tech investors, entrepreneurs and influencers coming together to address the world’s greatest  challenges via Ai technology. The summit also serves to teach fundamentals of Ai technology, leading applications of Ai, and startup development strategies via exclusive workshop sessions with award winning experts. Previous speakers include Alex Poon- COO & Founder at X.ai, Meg Columbia-Walsh Women In IT 2018 Entrepreneur of the Year, Mina Salib Program Director, Catalyst Program at Future Labs at NYU Tandon School of Engineering,, Kate Bradley Chernis Founder & CEO of Lately and Paul Levy Chief Chatbot Officer at ArtificialChat Inc.This year’s digital summit experience will include A series of keynotes, panels and fireside chats Live Q/A sessions with speakers and sponsors Exhibitor showcase demosCollaboration networking sessions For more information on tickets, sponsorships and partnerships, please email the team at  events@globalstartupecosystem.com .About Ai Tech Summit:  Ai Tech Summit is the world’s most exclusive event featuring Ai tech investors, entrepreneurs and influencers coming together to address the world’s greatest  challenges via Ai technology. The summit also serves to teach fundamentals of Ai technology, leading applications of Ai, and startup development strategies via exclusive workshop sessions with award winning experts. The program concludes with a high profile call to action VIP gathering speakers and partners.Ai Tech Summit Media Team(E)  events@globalstartupecosystem.com .(W) www.Aitechsummit.orgAbout  Global Startup Ecosystem: Global Startup Ecosystem (GSE): is the world’s first digital accelerator and leads today as one of the largest digital ecosystem development platforms. With a mission to educate, inspire and prepare individuals and organizations for the digital age, GSE brings together both private and public stakeholders to address humanity’s greatest challenges via exponential technologies and entrepreneurship. GSE is now the fastest growing tech and business community with an online network that accelerates 1000+ companies a year across 90+ countries and an offline network that supports 75,000+ global delegates a year via its iconic tech summits. This evolving tech community is now a source of tech talent for the remote workforce of the future; accelerating people into the fastest growing tech startups and corporate career networks.(E) events@globalstartupecosystem.com (W) www.globalstartupecosystem.com Apply to Startup Lab via https://forms.gle/WtXZCH3tedz9Prq28 ",https://www.eventbrite.com/o/global-startup-ecosystem-26000946435,https://www.eventbrite.com/e/ai-tech-summit-4th-annual-tickets-150406135801,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Re-thinking Cheating in the Age of AI,"August 03, 2023, 01:00 PM","August 03, 2023, 02:00 PM","Online, New York, 10001","Join the insightful discussion on AI's rising influence in education with Amanda Bickerstaff, Founder and CEO of AI for Education, and Joseph Thibault, Founder of Cursive Technology. This session navigates the complex landscape of AI-assisted learning, discussing AI's potential pitfalls such as unreliable detectors and bias against non-native English speakers. Discover innovative strategies for molding a learning environment that leverages AI as a support, not a shortcut, promoting 'proof of effort' over simply 'the right answer'. You'll leave equipped with practical tactics to encourage student originality and monitor effort accurately.A﻿BOUT THE SPEAKERSAmanda Bickerstaff  is the Founder and CEO of AI for Education. A former high school biology teacher and EdTech executive with over 20 years of experience in the education sector, she has a deep understanding of the challenges and opportunities that AI can offer. She is a frequent consultant, speaker, and writer on the topic of AI in education, leading workshops and professional learning across both K12 and Higher Ed. Amanda is committed to helping schools and teachers maximize their potential through the ethical and equitable adoption of AI.J﻿oseph Thibault is a first-generation college graduate with two decades of experience in education technology and online education. As a veteran of startups, the founder of an industry blog focused on learning management systems (acquired in 2020), and speaker and presenter, he has engaged educators, technologists, and students worldwide to promote the use of technology to improve educational access. While enrolled at the University of Maryland pursuing his MBA, he utilized the program’s entrepreneurship course to dive deeper into solutions to fight contract cheating; this work has become Cursive.",https://www.eventbrite.com/o/starteds-edtech-accelerator-membership-19204761841,https://www.eventbrite.com/e/re-thinking-cheating-in-the-age-of-ai-tickets-682352273017,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
"So True, Bestie (A Queer Comedy Show & Social Hour)","July 27, 2023, 09:00 PM","July 27, 2023, 11:30 PM","317 East Houston Street, New York, NY 10002","Laughing at ourselves, together.Best Mistakes Podcast brings you an evening each month for queer night life to restore, rejuvenate, and relate! Standup comedy hosted by Nika Lomazzo and Anya Volz, taking the time to commiserate about and celebrate our mistakes, life lessons, and growth. Lineup TBA!Followed by social hour ""Get Real"" -- a fun way to have deep conversations with people you've never met. Utilizing a psychology-based format and thought-provoking prompts, it's a great way to make new friends with no stress!  Hosted by Lincoln.The vibe of the night is all about putting energy and effort into the human beings that surround us on the dance floor each weekend, or on the train to work each weekday. Investing in the strangers and friends around us, that, when woven together, create the beautiful tapestry of the NYC queer community-- and to carry with us that care and support from this event to the rest of our lives!  Bring your besties to and leave with even more besties! L﻿ast Thursday of every month (unless specified otherwise for holidays or special occasions).Please note the venue requires proof of vaccination and is 21+.$5 early bird / $10 adv after that / $15 at the door",https://www.eventbrite.com/o/anya-volz-16064531027,https://www.eventbrite.com/e/so-true-bestie-a-queer-comedy-show-social-hour-tickets-642376213547,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Volleyball Social Pt 2,"August 19, 2023, 01:00 PM","August 19, 2023, 05:00 PM","Ellington in the Park, West 105th Street New York, NY 10025",This is the 2nd annual Volleyball Social happening by Ellington At The Park! Can’t wait to see you all there!,Imani J.,https://www.eventbrite.com/e/volleyball-social-pt-2-tickets-674430388447,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Re-imagining Teaching with AI,"August 15, 2023, 12:00 PM","August 15, 2023, 01:00 PM","Online, New York, 10001","Dive into the transformative potential of AI in teaching with Amanda Bickerstaff, Founder of AI for Education, and Rich Dixon, a pedagogy and curriculum design expert at Clarity Innovations. This eye-opening session will provide practical strategies for integrating ChatGPT into current teaching practices and spark a thought-provoking discussion on how AI will sculpt the educational landscape in the years to come. Don't miss this opportunity to glimpse the future of teaching through the lens of AI.A﻿BOUT THE SPEAKERSAmanda Bickerstaff  is the Founder and CEO of AI for Education. A former high school biology teacher and EdTech executive with over 20 years of experience in the education sector, she has a deep understanding of the challenges and opportunities that AI can offer. She is a frequent consultant, speaker, and writer on the topic of AI in education, leading workshops and professional learning across both K12 and Higher Ed. Amanda is committed to helping schools and teachers maximize their potential through the ethical and equitable adoption of AI.Rich Dixon, Creative Services Manager at Clarity Innovations, is passionate about applying his 25+ years as a teacher, administrator, staff developer, IT director, and curriculum coordinator to promote student-centric learning that promotes educational equity. He believes that tapping into each learner’s “why”, and helping them discover more of it, is an essential part of effective teaching. In order to achieve that, he promotes an interdisciplinary approach to learning that is connected to life outside the walls of a traditional classroom through discrete knowledge acquisition while also developing transferable success skills. This approach to learning can play an important role in unlocking opportunities for all learners to be successful now and in the future. Rich is a national speaker who has presented on a range of emerging EdTech topics, including OER, digital badges, and technology-enhanced pedagogy. Previously, he was the Director of Online Learning at PBLWorks/Buck Institute for Education, where he created professional development that focused on Project Based Learning. Rich came to Clarity Innovations from Hāpara where he was the Senior Director of Innovative Learning where he lead a variety of projects including using Open Education Resources (OER) to promote more equitable learning experiences. He has also been a faculty member of the Education Innovation Alliance, and a Lecturer in the Graduate School of Education at UC Santa Barbara.",https://www.eventbrite.com/o/starteds-edtech-accelerator-membership-19204761841,https://www.eventbrite.com/e/re-imagining-teaching-with-ai-tickets-682389895547,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
AI Workshop with Eddi Khaytman,"September 20, 2023, 07:00 PM","September 20, 2023, 08:00 PM","31 Engle Street, Englewood, NJ 07631","The structure of the AI presentation workshop will be an engaging and informative presentation that introduces attendees to the world of artificial intelligence (AI) and how it is applied in the real world. Edii will showcase the various ways AI is applied in different industries and provide a glimpse into some of the most exciting AI programs and platforms ranging from language AIs to text-to-image AIs, text-to-video, text-to-music, etc. (ChatGPT, Midjourney, Kaiber AI, Mubert, Adobe Firefly, etc.)He will use a combination of videos, images, and interactive demos to keep the audience engaged throughout the presentation. At the end of the presentation, patrons will come away with a deeper understanding of how AI works, its potential impact on various industries, and the exciting possibilities for the future of technology.",https://www.eventbrite.com/o/englewood-public-library-30912975623,https://www.eventbrite.com/e/ai-workshop-with-eddi-khaytman-tickets-681652259257,True,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
POP-UP SHOP,"July 29, 2023, 10:00 AM","July 30, 2023, 07:00 PM","290 Madison Ave, 5th Floor, New York, NY 10017"," POP-UP SHOP POP-UP SHOP event happening right in the heart of the Big Apple on Madison Avenue.   Our POP-UP SHOP will consist of models, $300 shopping raffle, free cocktails, and discounted shopping.  Join us for a one-of-a-kind shopping experience where you can discover our latest releases, unique fashion pieces, and so much more.  Opportunity to try on many styles, and interact with the brand.  Don't miss out on this exciting event taking place July 29th and 30th from 10AM--7PM.  Mark your calendar and get ready to shop and save! See you there!   www.shopaiapparel.com",https://www.eventbrite.com/o/ai-apparel-68282826183,https://www.eventbrite.com/e/pop-up-shop-tickets-674051786037,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Waterfront Dance Socials: Hustle,"September 16, 2023, 07:00 PM","September 16, 2023, 09:00 PM","Emily Warren Roebling Plaza, Brooklyn, NY 11201","On Saturday, 9/16 join for a free Hustle dance class led by Jeff Selby! Free and all ages at Emily Warren Roebling Plaza in Brooklyn Bridge Park. Presented by Brooklyn Bridge Park Conservancy.The night starts off with a 45-minute all-levels introductory class, which will transition into a dance party. All are welcome, regardless of skill level.",https://www.eventbrite.com/o/brooklyn-bridge-park-conservancy-2153593361,https://www.eventbrite.com/e/waterfront-dance-socials-hustle-tickets-638326781587,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
Social Anxiety NYC - Free Trial Virtual Group Session,"July 30, 2023, 12:30 PM","July 30, 2023, 01:30 PM","NYC, New York, NY 10023","Based out of New York City for 30 years, we are now offering these classes online to a national and international audience.We target interpersonal and small group interaction with gradual reduction of anxiety in manageable steps, resulting in more skill and confidence in all areas of life. We hope your visit is interesting, informative and motivating. This free trial class is an observation session to see if the program is right for you. The instructor will be happy to answer any questions following the session.There is no charge for this initial session with no obligation to enroll.  Should you wish to continue, enrollment in the 10 session program is US$299.Instructors Charles di Cagno and Kyra Smith, former Phobia Therapists at the White Plains Hospital Phobia Clinic, employ the clinic's unique approach to vastly expanding your zone of comfort.  ",https://www.eventbrite.com/o/charles-34195114891,https://www.eventbrite.com/e/social-anxiety-nyc-free-trial-virtual-group-session-tickets-525719710807,False,NYC,/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV_URL_DATA/AI Governance/AI_Governance_eventbrite_Social AI_NYC.csv
